"AR_Juvenile","AR_Adult","AR_Prey","SD_Juvenile","SD_Adult","SD_Prey","Cross_correlation","CovEigen","Spatial_Variance","muP"
0.698984931517002,0.577940330508941,0.549593950984985,0.00256044415748334,0.00140321077677183,0.00287556261794877,0.627782235514582,1.0024827329036e-05,0.0543192726282414,0.45
0.698293945974816,0.578456912079932,0.549805225049428,0.00254965402899136,0.00140525766060594,0.00285086991714424,0.627736046442713,9.85991106546234e-06,0.0542339911161569,0.450206412825651
0.699760248571685,0.57680084011356,0.547291061598223,0.00254461944837802,0.0013994621720344,0.00283323279333083,0.62716458827821,9.78319598009343e-06,0.0541429384321218,0.450412825651303
0.696819840938491,0.578590593037073,0.548552674317011,0.00254379951980979,0.00139590214903091,0.0028475027862712,0.627209900447064,9.84317047299526e-06,0.0540595003635167,0.450619238476954
0.69702945069106,0.578195650492302,0.547566629253866,0.00255939752440805,0.00140619247090576,0.0028506800035147,0.627857361452573,9.89357947815872e-06,0.0539671143577286,0.450825651302605
0.698159647177078,0.574541379724767,0.547477714881692,0.00256393704529218,0.00140515404063885,0.00285169459424121,0.627237361595071,9.91603895854704e-06,0.0538786162601872,0.451032064128257
0.698277931092894,0.574368965099359,0.548983611319639,0.00253969561939405,0.00139359379546567,0.00282895256015182,0.626944185521836,9.72015415901514e-06,0.0537943506315587,0.451238476953908
0.701119521835168,0.579226197679564,0.552730937968993,0.00258169888583337,0.00141074981050767,0.00284917270520518,0.627318749983379,9.93888137620706e-06,0.0537010295665966,0.451444889779559
0.699795707898214,0.573657221978133,0.543687822365513,0.00256300292448298,0.0013974855018076,0.00282993478333088,0.62707822370383,9.82610382847951e-06,0.0536172895909253,0.45165130260521
0.697343155502545,0.57400613398062,0.545219565947633,0.00255523394746405,0.00139201951980235,0.00283063445874434,0.62698646983336,9.78739818724828e-06,0.0535280841692919,0.451857715430862
0.699124972378421,0.570604484896461,0.545372738734132,0.00256310388905937,0.00139336226856284,0.0028175592252415,0.626936748029077,9.7470158379979e-06,0.0534319124293895,0.452064128256513
0.696211763836136,0.576630696088259,0.545965524982509,0.00255812911589964,0.0013919249237392,0.00281883909342637,0.626955624308575,9.72800902981946e-06,0.053348996643792,0.452270541082164
0.699469108356,0.577165484204333,0.543665700747585,0.00257053272885843,0.00140329135495996,0.002834382383512,0.627790033736514,9.83862406993611e-06,0.0532673384198328,0.452476953907816
0.698563236952521,0.573584950355995,0.54679786632632,0.0025708904117767,0.0014002830102775,0.00283272457055857,0.627573255656388,9.8160123798581e-06,0.0531782023032727,0.452683366733467
0.697134904058841,0.57227226149977,0.547549235891131,0.00255176944046404,0.00139015857972345,0.00281662976697869,0.627128789810291,9.72219690339144e-06,0.0530822077738285,0.452889779559118
0.697945451905947,0.570950815085038,0.539265293815387,0.0025585309493967,0.00139198415620376,0.00280403489407732,0.626850462465717,9.71071942853405e-06,0.0530005990957217,0.45309619238477
0.699185579264003,0.572721572751405,0.546167383950407,0.00259160503023247,0.00140097548986493,0.0028260135778482,0.62749364616578,9.88753287678591e-06,0.0529145593521122,0.453302605210421
0.700083067980968,0.572280675691317,0.5426550975441,0.00256498132896,0.00138881366564513,0.00281020803016677,0.626457066526224,9.73050382536478e-06,0.0528269527845214,0.453509018036072
0.695626293332645,0.567653105628085,0.544097604392664,0.00255633976446856,0.00138157185525263,0.00281485263520669,0.626841604927374,9.69789775085388e-06,0.0527408442181409,0.453715430861723
0.698263072736133,0.571213854883743,0.546283813884996,0.00256390950593242,0.00138897051455736,0.00280193294937456,0.626784474795896,9.68593001590901e-06,0.052645730875386,0.453921843687375
0.700207731349138,0.575820806834715,0.545989320684832,0.00259024239586615,0.00139627055124347,0.00283394533896727,0.626865088593151,9.9078864275049e-06,0.0525695318978605,0.454128256513026
0.698969529948218,0.576904576102522,0.54786587896524,0.00261244190338701,0.00141217549448478,0.00284754746408296,0.627925551884825,1.00521062064318e-05,0.05247429411881,0.454334669338677
0.702758090101918,0.573452420424042,0.544393910509565,0.00260250589988282,0.0013989157531461,0.00283168073705482,0.627192037857343,9.91178335204227e-06,0.0523874986845562,0.454541082164329
0.700346406318267,0.567964186915194,0.542576918134916,0.00256806207698606,0.00137832594483786,0.00279686209360501,0.626449048823747,9.72749753264033e-06,0.0523011185290374,0.45474749498998
0.700455868781233,0.574615130477724,0.543063316230841,0.00257904981938239,0.00138948259803901,0.00279530977689814,0.627294024371529,9.71279711369643e-06,0.0522097223106475,0.454953907815631
0.700075073393895,0.576472049742762,0.548918398392892,0.00260084330117936,0.00139617082647039,0.00284100771524308,0.627482843193189,1.00120176318443e-05,0.0521216536700097,0.455160320641283
0.698723972365389,0.571962522467541,0.541610262430308,0.00256610169299544,0.00137488428151963,0.00278364962801215,0.627341021359943,9.63076860399e-06,0.0520340003466894,0.455366733466934
0.700594194261652,0.573731198856317,0.547214972532831,0.0025809642969582,0.00138282900846942,0.00279232130584988,0.627223740933803,9.71717038565006e-06,0.0519504253116035,0.455573146292585
0.70148807116366,0.567702391851891,0.540942565579191,0.00256330581168955,0.00137728416667358,0.00278595640819201,0.62626489423568,9.63945655835497e-06,0.0518671059900721,0.455779559118236
0.695744842544928,0.564697606945144,0.538379734849299,0.00257089856846446,0.00137938927648916,0.00277416968464736,0.626040488280402,9.57675733006012e-06,0.0517848780165904,0.455985971943888
